Date,Open,High,Low,Close,Adj Close,Volume
2021-06-14,16694.929688,16694.929688,16600.470703,16662.419922,16662.419922,4151200000
2021-06-15,16662.419922,16685.039063,16596.800781,16655.810547,16655.810547,4048940000
2021-06-16,16655.810547,16655.810547,16497.750000,16542.759766,16542.759766,4538350000
2021-06-17,16542.759766,16562.189453,16307.070313,16411.650391,16411.650391,5312680000
2021-06-18,16411.650391,16411.650391,16142.500000,16143.950195,16143.950195,6817010000
2021-06-21,16143.950195,16421.929688,16143.950195,16411.980469,16411.980469,4128950000
2021-06-22,16411.980469,16487.130859,16349.290039,16449.009766,16449.009766,3828390000
2021-06-23,16449.009766,16511.560547,16436.750000,16437.630859,16437.630859,3730350000
2021-06-24,16437.630859,16573.310547,16437.630859,16558.619141,16558.619141,3816660000
2021-06-25,16558.619141,16678.000000,16558.619141,16658.789063,16658.789063,7341450000
2021-06-28,16658.789063,16658.789063,16522.490234,16573.720703,16573.720703,4147890000
2021-06-29,16573.720703,16627.449219,16533.970703,16547.570313,16547.570313,3707150000
2021-06-30,16547.570313,16568.919922,16517.029297,16555.349609,16555.349609,4266040000
2021-07-01,16555.349609,16649.099609,16555.349609,16640.960938,16640.960938,3788230000
2021-07-02,16640.960938,16689.429688,16608.339844,16674.849609,16674.849609,3225840000
2021-07-06,16674.849609,16674.849609,16448.769531,16542.750000,16542.750000,4309570000
2021-07-07,16542.750000,16593.570313,16449.089844,16559.310547,16559.310547,4037380000
2021-07-08,16559.310547,16559.310547,16245.480469,16359.700195,16359.700195,4347500000
2021-07-09,16359.700195,16639.199219,16359.700195,16633.300781,16633.300781,3531120000
2021-07-12,16633.300781,16681.650391,16553.789063,16673.140625,16673.140625,3384460000
2021-07-13,16673.140625,16673.140625,16572.880859,16575.769531,16575.769531,3695430000
2021-07-14,16575.769531,16674.539063,16510.380859,16543.779297,16543.779297,4006370000
2021-07-15,16543.779297,16543.779297,16424.419922,16499.060547,16499.060547,3905230000
2021-07-16,16499.060547,16557.490234,16345.509766,16364.660156,16364.660156,3985700000
2021-07-19,16364.660156,16364.660156,15954.690430,16052.709961,16052.709961,5157660000
2021-07-20,16052.709961,16362.259766,16052.709961,16321.940430,16321.940430,4438270000
2021-07-21,16321.940430,16517.609375,16321.940430,16503.470703,16503.470703,3810280000
2021-07-22,16503.470703,16510.339844,16404.380859,16455.919922,16455.919922,3358300000
2021-07-23,16455.919922,16564.140625,16455.919922,16552.380859,16552.380859,4540070000
2021-07-26,16552.380859,16571.490234,16513.359375,16565.310547,16565.310547,4275630000
2021-07-27,16565.310547,16565.310547,16430.519531,16520.960938,16520.960938,4241950000
2021-07-28,16520.960938,16628.939453,16490.650391,16573.560547,16573.560547,4215290000
2021-07-29,16573.560547,16750.669922,16573.560547,16697.140625,16697.140625,4044600000
2021-07-30,16697.140625,16715.880859,16575.500000,16602.289063,16602.289063,3956740000
2021-08-02,16602.289063,16761.240234,16568.259766,16576.210938,16576.210938,3724090000
2021-08-03,16576.210938,16714.259766,16509.619141,16713.460938,16713.460938,3965190000
2021-08-04,16713.460938,16713.460938,16593.460938,16594.480469,16594.480469,4260760000
2021-08-05,16594.480469,16695.529297,16594.480469,16695.500000,16695.500000,3769410000
2021-08-06,16695.500000,16775.900391,16695.500000,16748.080078,16748.080078,3451870000
2021-08-09,16748.080078,16756.179688,16678.550781,16726.949219,16726.949219,3449280000
2021-08-10,16726.949219,16821.390625,16726.949219,16792.779297,16792.779297,3886610000
2021-08-11,16792.779297,16875.740234,16792.779297,16875.390625,16875.390625,3532560000
2021-08-12,16875.390625,16875.390625,16802.390625,16871.119141,16871.119141,3375310000
2021-08-13,16871.119141,16887.250000,16847.179688,16868.109375,16868.109375,3016470000
2021-08-16,16868.109375,16868.109375,16709.210938,16836.740234,16836.740234,3370640000
2021-08-17,16836.740234,16836.740234,16589.390625,16707.130859,16707.130859,3836960000
2021-08-18,16707.130859,16729.589844,16545.730469,16550.339844,16550.339844,3755590000
2021-08-19,16550.339844,16550.339844,16345.400391,16429.140625,16429.140625,4398410000
2021-08-20,16429.140625,16535.179688,16399.609375,16516.679688,16516.679688,3652610000
2021-08-23,16516.679688,16679.769531,16516.679688,16648.550781,16648.550781,3576530000
2021-08-24,16648.550781,16771.250000,16648.550781,16741.160156,16741.160156,3979220000
2021-08-25,16741.160156,16840.859375,16716.880859,16812.839844,16812.839844,3444700000
2021-08-26,16812.839844,16812.839844,16684.230469,16694.320313,16694.320313,3263980000
2021-08-27,16694.320313,16858.419922,16694.320313,16844.750000,16844.750000,3331200000
2021-08-30,16844.750000,16873.160156,16801.339844,16819.630859,16819.630859,3168660000
2021-08-31,16819.630859,16849.160156,16783.050781,16806.439453,16806.439453,4290710000
2021-09-01,16806.439453,16879.849609,16791.150391,16845.990234,16845.990234,4057340000
2021-09-02,16845.990234,16944.480469,16845.990234,16926.720703,16926.720703,3735990000
2021-09-03,16926.720703,16932.140625,16875.820313,16909.720703,16909.720703,3217530000
2021-09-07,16909.720703,16909.720703,16800.699219,16801.179688,16801.179688,3822960000
2021-09-08,16801.179688,16801.179688,16677.160156,16731.039063,16731.039063,3750880000
2021-09-09,16731.039063,16790.089844,16653.560547,16663.119141,16663.119141,3735390000
2021-09-10,16663.119141,16767.439453,16562.619141,16563.480469,16563.480469,3623180000
2021-09-13,16563.480469,16689.050781,16563.230469,16635.390625,16635.390625,3914220000
2021-09-14,16635.390625,16678.310547,16471.060547,16497.230469,16497.230469,3670460000
2021-09-15,16497.230469,16645.289063,16481.640625,16626.880859,16626.880859,4032020000
2021-09-16,16626.880859,16638.400391,16497.810547,16576.769531,16576.769531,3984560000
2021-09-17,16576.769531,16586.070313,16442.359375,16460.349609,16460.349609,7289530000
2021-09-20,16460.349609,16460.349609,15988.030273,16168.169922,16168.169922,4898070000
2021-09-21,16168.169922,16325.250000,16154.459961,16184.500000,16184.500000,3920920000
2021-09-22,16184.500000,16456.359375,16184.500000,16352.179688,16352.179688,3939170000
2021-09-23,16352.179688,16627.019531,16352.179688,16567.259766,16567.259766,3916350000
2021-09-24,16567.259766,16582.539063,16502.720703,16539.150391,16539.150391,3384290000
2021-09-27,16539.150391,16658.519531,16539.150391,16599.789063,16599.789063,4058650000
2021-09-28,16599.789063,16599.789063,16303.900391,16328.780273,16328.780273,4416550000
2021-09-29,16328.780273,16417.539063,16318.169922,16344.889648,16344.889648,3712660000
2021-09-30,16344.889648,16407.980469,16144.290039,16144.919922,16144.919922,4448140000
2021-10-01,16144.919922,16398.310547,16094.500000,16323.740234,16323.740234,4010370000
2021-10-04,16323.740234,16368.490234,16127.150391,16198.559570,16198.559570,4307870000
2021-10-05,16198.559570,16411.390625,16198.559570,16327.089844,16327.089844,3902890000
2021-10-06,16327.089844,16342.219727,16096.849609,16338.459961,16338.459961,4009630000
2021-10-07,16338.459961,16601.689453,16338.459961,16511.810547,16511.810547,3843740000
2021-10-08,16511.810547,16585.109375,16505.080078,16517.230469,16517.230469,3280160000
2021-10-11,16517.230469,16633.519531,16429.130859,16430.070313,16430.070313,3281970000
2021-10-12,16430.070313,16515.529297,16411.509766,16441.750000,16441.750000,3558450000
2021-10-13,16441.750000,16538.439453,16359.349609,16513.160156,16513.160156,3620070000
2021-10-14,16513.160156,16750.390625,16513.160156,16744.289063,16744.289063,3598280000
2021-10-15,16744.289063,16914.669922,16744.289063,16871.740234,16871.740234,3819380000
2021-10-18,16871.740234,16891.500000,16776.609375,16862.000000,16862.000000,3662010000
2021-10-19,16862.000000,16995.800781,16862.000000,16988.160156,16988.160156,3459130000
2021-10-20,16988.160156,17111.210938,16988.160156,17099.210938,17099.210938,3670760000
2021-10-21,17099.210938,17099.210938,17005.439453,17083.150391,17083.150391,3822330000
2021-10-22,17083.150391,17157.390625,17031.740234,17122.240234,17122.240234,3758220000
2021-10-25,17122.240234,17192.179688,17096.160156,17169.070313,17169.070313,3899400000
2021-10-26,17169.070313,17228.300781,17131.439453,17145.150391,17145.150391,3879740000
2021-10-27,17145.150391,17145.150391,16920.380859,16920.380859,16920.380859,4226050000
2021-10-28,16920.380859,17077.519531,16920.380859,17077.000000,17077.000000,4132950000
2021-10-29,17077.000000,17077.000000,16977.490234,17016.410156,17016.410156,4510200000
2021-11-01,17016.410156,17138.380859,17016.410156,17131.080078,17131.080078,3971540000
2021-11-02,17131.080078,17131.080078,17078.810547,17115.169922,17115.169922,3975250000
2021-11-03,17115.169922,17220.599609,17081.990234,17209.750000,17209.750000,4319660000
2021-11-04,17209.750000,17230.800781,17110.480469,17168.869141,17168.869141,4462300000
2021-11-05,17168.869141,17306.210938,17168.869141,17242.359375,17242.359375,4467180000
2021-11-08,17242.359375,17341.779297,17242.359375,17310.509766,17310.509766,4269710000
2021-11-09,17310.509766,17323.119141,17217.939453,17286.910156,17286.910156,4117080000
2021-11-10,17286.910156,17322.720703,17145.000000,17192.029297,17192.029297,4503720000
2021-11-11,17192.029297,17246.859375,17192.029297,17220.410156,17220.410156,3926870000
2021-11-12,17220.410156,17312.939453,17220.410156,17297.660156,17297.660156,3728600000
2021-11-15,17297.660156,17336.839844,17267.890625,17285.550781,17285.550781,3488410000
2021-11-16,17285.550781,17364.310547,17285.550781,17302.789063,17302.789063,3972640000
2021-11-17,17302.789063,17302.789063,17158.980469,17192.660156,17192.660156,3969070000
2021-11-18,17192.660156,17192.660156,17049.060547,17117.740234,17117.740234,4226410000
2021-11-19,17117.740234,17117.740234,16965.800781,16973.960938,16973.960938,4253180000
2021-11-22,16973.960938,17082.699219,16945.669922,16945.779297,16945.779297,4441100000
2021-11-23,16945.779297,17026.539063,16887.800781,17007.900391,17007.900391,4277590000
2021-11-24,17007.900391,17046.089844,16911.830078,17036.810547,17036.810547,3418430000
2021-11-26,17036.810547,17036.890625,16546.560547,16624.869141,16624.869141,3517700000
2021-11-29,16624.869141,16794.550781,16601.740234,16683.980469,16683.980469,4336410000
2021-11-30,16683.980469,16683.980469,16303.269531,16318.969727,16318.969727,6625990000
2021-12-01,16318.969727,16636.779297,16133.209961,16133.889648,16133.889648,5366730000
2021-12-02,16133.889648,16526.599609,16133.889648,16475.250000,16475.250000,5077180000
2021-12-03,16475.250000,16552.519531,16219.860352,16347.870117,16347.870117,5240070000
2021-12-06,16347.870117,16664.300781,16347.870117,16591.970703,16591.970703,4770800000
