Date,Open,High,Low,Close,Adj Close,Volume
2023-06-14,1898.739990,1904.920044,1864.079956,1874.099976,1874.099976,4252110000
2023-06-15,1870.170044,1890.089966,1866.260010,1889.280029,1889.280029,4176690000
2023-06-16,1900.119995,1906.829956,1868.650024,1875.469971,1875.469971,6848600000
2023-06-20,1871.489990,1871.489990,1856.199951,1866.699951,1866.699951,4055790000
2023-06-21,1862.390015,1873.959961,1855.079956,1863.010010,1863.010010,3709330000
2023-06-22,1860.030029,1860.030029,1843.920044,1848.180054,1848.180054,3511000000
2023-06-23,1835.430054,1838.160034,1818.810059,1821.630005,1821.630005,6053620000
2023-06-26,1821.339966,1841.060059,1819.800049,1823.260010,1823.260010,3415030000
2023-06-27,1825.760010,1855.109985,1823.540039,1849.930054,1849.930054,3573500000
2023-06-28,1847.599976,1859.000000,1842.300049,1858.709961,1858.709961,3739330000
2023-06-29,1860.260010,1883.770020,1860.260010,1881.589966,1881.589966,3696660000
2023-06-30,1889.199951,1898.400024,1887.550049,1888.729980,1888.729980,3923450000
2023-07-03,1887.030029,1898.599976,1885.630005,1896.780029,1896.780029,2034280000
2023-07-05,1891.959961,1891.959961,1872.910034,1872.910034,1872.910034,3482620000
2023-07-06,1867.130005,1867.130005,1823.910034,1842.229980,1842.229980,3682020000
2023-07-07,1843.160034,1878.900024,1843.160034,1864.660034,1864.660034,3630480000
2023-07-10,1862.209961,1895.569946,1860.420044,1895.250000,1895.250000,3429600000
2023-07-11,1899.260010,1915.180054,1895.880005,1913.359985,1913.359985,3624220000
2023-07-12,1931.829956,1944.229980,1931.280029,1933.380005,1933.380005,3920290000
2023-07-13,1937.900024,1952.540039,1936.510010,1950.890015,1950.890015,3839530000
2023-07-14,1949.859985,1949.859985,1920.339966,1931.089966,1931.089966,3647450000
2023-07-17,1929.420044,1958.050049,1926.640015,1951.270020,1951.270020,3538240000
2023-07-18,1952.109985,1977.579956,1952.109985,1976.069946,1976.069946,4090010000
2023-07-19,1981.780029,1990.250000,1977.250000,1984.890015,1984.890015,4115670000
2023-07-20,1984.520020,1984.520020,1960.170044,1967.160034,1967.160034,3761770000
2023-07-21,1976.939941,1981.640015,1958.739990,1960.260010,1960.260010,3570190000
2023-07-24,1961.040039,1973.319946,1958.329956,1965.680054,1965.680054,3856250000
2023-07-25,1963.619995,1976.930054,1961.420044,1966.109985,1966.109985,0
2023-07-26,1964.569946,1984.780029,1962.489990,1980.359985,1980.359985,3990290000
2023-07-27,1988.619995,1994.819946,1949.089966,1954.900024,1954.900024,4553210000
2023-07-28,1964.969971,1983.839966,1964.969971,1981.540039,1981.540039,3981010000
2023-07-31,1984.800049,2003.619995,1984.800049,2003.180054,2003.180054,4503600000
2023-08-01,1996.890015,1996.890015,1976.790039,1994.170044,1994.170044,4042370000
2023-08-02,1981.280029,1981.280029,1957.130005,1966.829956,1966.829956,4270710000
2023-08-03,1962.400024,1970.540039,1948.699951,1961.400024,1961.400024,4149120000
2023-08-04,1961.770020,1977.489990,1955.140015,1957.459961,1957.459961,4143310000
2023-08-07,1959.119995,1961.489990,1944.810059,1958.939941,1958.939941,3493920000
2023-08-08,1945.099976,1947.630005,1924.229980,1947.420044,1947.420044,3884910000
2023-08-09,1946.660034,1946.660034,1925.130005,1930.770020,1930.770020,3803100000
2023-08-10,1933.979980,1953.140015,1916.609985,1922.619995,1922.619995,4504370000
2023-08-11,1918.199951,1929.380005,1914.099976,1925.109985,1925.109985,3753290000
2023-08-14,1919.949951,1920.900024,1903.520020,1920.489990,1920.489990,3896410000
2023-08-15,1913.630005,1913.630005,1895.750000,1895.750000,1895.750000,3832250000
2023-08-16,1893.979980,1901.430054,1871.520020,1871.520020,1871.520020,3753910000
2023-08-17,1874.160034,1877.829956,1850.060059,1850.060059,1850.060059,3943700000
2023-08-18,1841.010010,1864.680054,1830.839966,1859.420044,1859.420044,3940400000
2023-08-21,1860.130005,1863.709961,1846.300049,1856.010010,1856.010010,3726850000
2023-08-22,1860.000000,1866.189941,1847.270020,1850.839966,1850.839966,3522760000
2023-08-23,1851.859985,1873.479980,1849.829956,1870.030029,1870.030029,3837270000
2023-08-24,1868.319946,1871.859985,1845.979980,1846.280029,1846.280029,3723470000
2023-08-25,1850.609985,1861.849976,1831.949951,1853.630005,1853.630005,3296180000
2023-08-28,1859.329956,1877.449951,1859.329956,1869.010010,1869.010010,2957230000
2023-08-29,1868.670044,1896.660034,1864.150024,1895.540039,1895.540039,3354820000
2023-08-30,1893.469971,1908.890015,1889.280029,1903.209961,1903.209961,3064110000
2023-08-31,1904.359985,1913.199951,1898.949951,1899.680054,1899.680054,3946360000
2023-09-01,1908.170044,1926.810059,1908.170044,1920.829956,1920.829956,3246260000
2023-09-05,1916.280029,1916.280029,1880.449951,1880.449951,1880.449951,3526250000
2023-09-06,1880.739990,1890.829956,1864.459961,1874.280029,1874.280029,3418850000
2023-09-07,1871.619995,1871.619995,1848.719971,1855.760010,1855.760010,3763760000
2023-09-08,1856.050049,1857.859985,1848.589966,1851.540039,1851.540039,3259290000
2023-09-11,1863.109985,1866.550049,1853.880005,1855.140015,1855.140015,3369920000
2023-09-12,1851.569946,1864.329956,1851.290039,1855.319946,1855.319946,3435740000
2023-09-13,1855.250000,1857.000000,1837.560059,1840.839966,1840.839966,3529430000
2023-09-14,1855.300049,1868.170044,1854.369995,1866.630005,1866.630005,3648720000
2023-09-15,1861.560059,1861.680054,1840.000000,1847.030029,1847.030029,6932230000
2023-09-18,1847.709961,1847.709961,1834.300049,1834.300049,1834.300049,3161230000
2023-09-19,1834.390015,1840.560059,1823.050049,1826.530029,1826.530029,3614880000
2023-09-20,1834.439941,1843.500000,1810.079956,1810.099976,1810.099976,3308450000
2023-09-21,1795.219971,1795.800049,1781.819946,1781.829956,1781.829956,3662340000
2023-09-22,1787.520020,1791.140015,1776.500000,1776.500000,1776.500000,3349570000
2023-09-25,1768.670044,1788.030029,1766.540039,1784.239990,1784.239990,3195650000
2023-09-26,1774.640015,1786.050049,1761.609985,1761.609985,1761.609985,3472340000
2023-09-27,1771.160034,1786.599976,1765.640015,1778.900024,1778.900024,3875880000
2023-09-28,1778.030029,1802.609985,1777.890015,1794.310059,1794.310059,3846230000
2023-09-29,1805.469971,1809.689941,1781.050049,1785.099976,1785.099976,3865960000
2023-10-02,1780.859985,1782.020020,1749.430054,1756.819946,1756.819946,3938660000
2023-10-03,1749.189941,1749.189941,1721.479980,1727.150024,1727.150024,3953830000
2023-10-04,1727.089966,1731.229980,1709.589966,1729.010010,1729.010010,3777600000
2023-10-05,1724.689941,1734.310059,1717.339966,1731.510010,1731.510010,3581470000
2023-10-06,1723.709961,1754.250000,1713.920044,1745.560059,1745.560059,3902030000
2023-10-09,1738.390015,1761.020020,1735.729980,1755.989990,1755.989990,3174630000
2023-10-10,1759.520020,1785.890015,1759.520020,1775.949951,1775.949951,3520240000
2023-10-11,1777.569946,1786.640015,1761.810059,1773.300049,1773.300049,3601660000
2023-10-12,1774.339966,1774.920044,1725.439941,1734.250000,1734.250000,3713140000
2023-10-13,1738.089966,1740.569946,1715.319946,1719.709961,1719.709961,0
2023-10-16,1734.130005,1749.209961,1728.180054,1747.060059,1747.060059,3409960000
2023-10-17,1735.750000,1779.849976,1735.709961,1766.050049,1766.050049,3794850000
2023-10-18,1752.920044,1752.920044,1727.239990,1728.810059,1728.810059,3686030000
