Date;Open NYA;High NYA;Low NYA;Close NYA;Adj Close NYA; Volume NYA;Open IXIC;High IXIC;Low IXIC;Close IXIC;Adj Close IXIC;Volume IXIC;Open RUT;High RUT;Low RUT;Close RUT;Adj Close RUT;Volume RUT
Apr 18, 2024;17,403.44;17,517.46;17,343.28;17,388.09;17,388.09;3,619,760,000;15,705.69;15,786.12;15,587.50;15,601.50;15,601.50;4,932,540,000;1,951.24;1,971.39;1,941.32;1,942.96;1,942.96;3,619,760,000
Apr 17, 2024;17,413.98;17,523.52;17,336.80;17,403.44;17,403.44;3,596,130,000;15,942.29;15,957.03;15,654.51;15,683.37;15,683.37;4,991,470,000;1,977.29;1,982.84;1,947.75;1,947.95;1,947.95;3,596,130,000
Apr 16, 2024;17,506.93;17,506.93;17,361.86;17,413.98;17,413.98;4,006,200,000;15,856.38;15,965.79;15,822.02;15,865.25;15,865.25;5,001,860,000;1,965.85;1,976.21;1,953.01;1,967.48;1,967.48;4,006,200,000
Apr 15, 2024;17,639.04;17,827.32;17,462.52;17,506.93;17,506.93;3,950,210,000;16,276.47;16,295.27;15,863.88;15,885.02;15,885.02;4,910,550,000;2,010.91;2,016.66;1,968.11;1,975.71;1,975.71;3,950,210,000
Apr 12, 2024;17,915.20;17,915.20;17,593.55;17,639.04;17,639.04;3,963,220,000;16,293.03;16,341.46;16,125.33;16,175.09;16,175.09;4,552,740,000;2,031.08;2,032.94;1,994.83;2,003.17;2,003.17;3,963,220,000
Apr 11, 2024;17,947.30;17,979.58;17,800.97;17,915.20;17,915.20;3,509,380,000;16,236.20;16,464.60;16,154.65;16,442.20;16,442.20;4,714,750,000;2,036.23;2,045.04;2,021.50;2,042.60;2,042.60;3,509,380,000
Apr 10, 2024;18,171.20;18,171.20;17,878.38;17,947.30;17,947.30;3,845,930,000;16,104.01;16,200.10;16,092.02;16,170.36;16,170.36;5,308,250,000;2,043.22;2,044.27;2,016.55;2,028.39;2,028.39;3,845,930,000
Apr 9, 2024;18,154.37;18,233.23;18,032.52;18,171.20;18,171.20;3,400,680,000;16,328.76;16,348.18;16,141.15;16,306.64;16,306.64;4,869,190,000;2,079.35;2,084.06;2,065.13;2,080.80;2,080.80;3,400,680,000
Apr 8, 2024;18,122.26;18,194.51;18,122.26;18,154.37;18,154.37;3,278,180,000;16,285.18;16,323.60;16,220.72;16,253.96;16,253.96;4,386,700,000;2,074.69;2,079.03;2,066.12;2,073.71;2,073.71;3,278,180,000
Apr 5, 2024;17,982.49;18,162.45;17,979.96;18,122.26;18,122.26;3,386,780,000;16,095.40;16,326.50;16,080.48;16,248.52;16,248.52;4,578,130,000;2,051.88;2,073.32;2,048.25;2,063.47;2,063.47;3,386,780,000
Apr 4, 2024;18,146.64;18,291.67;17,956.75;17,982.49;17,982.49;4,075,680,000;16,418.57;16,468.04;16,046.56;16,049.08;16,049.08;5,368,700,000;2,089.07;2,101.47;2,051.32;2,053.83;2,053.83;4,075,680,000
Apr 3, 2024;18,107.53;18,183.16;18,098.17;18,146.64;18,146.64;3,703,250,000;16,178.80;16,340.74;16,169.31;16,277.46;16,277.46;5,151,500,000;2,056.69;2,080.40;2,052.10;2,076.20;2,076.20;3,703,250,000
Apr 2, 2024;18,216.19;18,216.19;18,056.07;18,107.53;18,107.53;3,886,590,000;16,199.24;16,251.41;16,137.24;16,240.45;16,240.45;4,710,280,000;2,087.42;2,087.42;2,054.34;2,065.04;2,065.04;3,886,590,000
Apr 1, 2024;18,312.67;18,315.15;18,187.54;18,216.19;18,216.19;3,325,930,000;16,397.05;16,490.65;16,327.89;16,396.83;16,396.83;4,798,390,000;2,125.91;2,126.06;2,100.14;2,102.84;2,102.84;3,325,930,000
Mar 28, 2024;18,255.24;18,342.24;18,255.24;18,312.67;18,312.67;3,998,270,000;16,377.23;16,420.92;16,347.38;16,379.46;16,379.46;5,174,450,000;2,115.77;2,135.46;2,115.77;2,124.55;2,124.55;3,998,270,000
Mar 27, 2024;18,059.19;18,256.58;18,059.19;18,255.24;18,255.24;3,850,500,000;16,424.76;16,431.82;16,279.17;16,399.52;16,399.52;4,768,930,000;2,079.70;2,114.65;2,079.70;2,114.35;2,114.35;3,850,500,000
Mar 26, 2024;18,077.15;18,122.92;18,059.19;18,059.19;18,059.19;3,871,790,000;16,446.85;16,476.38;16,312.95;16,315.70;16,315.70;5,144,260,000;2,083.44;2,093.52;2,070.00;2,070.16;2,070.16;3,871,790,000
Mar 25, 2024;18,112.04;18,153.25;18,073.67;18,077.15;18,077.15;3,331,360,000;16,335.30;16,441.17;16,315.72;16,384.47;16,384.47;4,636,940,000;2,075.06;2,088.48;2,074.16;2,074.16;2,074.16;3,331,360,000
Mar 22, 2024;18,214.12;18,234.25;18,110.76;18,112.04;18,112.04;3,374,700,000;16,387.83;16,467.62;16,361.00;16,428.82;16,428.82;4,339,930,000;2,098.03;2,099.11;2,071.79;2,072.00;2,072.00;3,374,700,000
Mar 21, 2024;18,130.08;18,272.72;18,130.08;18,214.12;18,214.12;4,207,730,000;16,517.24;16,538.86;16,393.90;16,401.84;16,401.84;5,134,740,000;2,087.85;2,106.31;2,087.85;2,098.56;2,098.56;4,207,730,000
Mar 20, 2024;17,975.79;18,143.08;17,938.32;18,130.08;18,130.08;4,064,850,000;16,185.76;16,377.44;16,127.48;16,369.41;16,369.41;5,298,380,000;2,030.38;2,081.33;2,028.56;2,074.88;2,074.88;4,064,850,000
Mar 19, 2024;17,882.31;17,983.74;17,867.83;17,975.79;17,975.79;4,031,760,000;16,031.93;16,175.59;15,951.86;16,166.79;16,166.79;4,758,740,000;2,012.03;2,039.83;2,009.81;2,035.71;2,035.71;4,031,760,000
Mar 18, 2024;17,848.08;17,922.14;17,846.09;17,882.31;17,882.31;4,036,220,000;16,154.92;16,247.59;16,094.17;16,103.45;16,103.45;5,025,040,000;2,042.12;2,044.07;2,024.57;2,024.74;2,024.74;4,036,220,000
Mar 15, 2024;17,886.27;17,902.60;17,805.60;17,848.08;17,848.08;7,753,670,000;16,043.58;16,055.33;15,925.91;15,973.17;15,973.17;8,261,950,000;2,020.63;2,041.88;2,018.95;2,039.32;2,039.32;7,753,670,000
Mar 14, 2024;18,018.63;18,030.92;17,797.58;17,886.27;17,886.27;4,687,970,000;16,209.19;16,245.32;16,039.68;16,128.53;16,128.53;5,450,980,000;2,064.28;2,064.28;2,017.28;2,031.18;2,031.18;4,687,970,000
Mar 13, 2024;17,974.06;18,064.12;17,974.06;18,018.63;18,018.63;4,282,890,000;16,220.11;16,233.30;16,143.34;16,177.77;16,177.77;4,839,000,000;2,062.75;2,080.19;2,062.35;2,071.71;2,071.71;4,282,890,000
Mar 12, 2024;17,863.69;17,994.28;17,857.67;17,974.06;17,974.06;4,080,510,000;16,116.98;16,275.45;15,992.98;16,265.64;16,265.64;5,100,330,000;2,066.15;2,072.95;2,052.93;2,065.48;2,065.48;4,080,510,000
Mar 11, 2024;17,889.62;17,889.62;17,755.03;17,863.69;17,863.69;3,896,430,000;16,052.63;16,085.95;15,978.04;16,019.27;16,019.27;4,917,620,000;2,075.74;2,079.97;2,063.78;2,065.88;2,065.88;3,896,430,000
Mar 8, 2024;17,927.62;18,021.87;17,860.10;17,889.62;17,889.62;4,208,870,000;16,322.10;16,449.70;16,059.50;16,085.11;16,085.11;5,411,790,000;2,099.60;2,115.95;2,075.90;2,082.71;2,082.71;4,208,870,000
Mar 7, 2024;17,801.04;17,949.67;17,801.04;17,927.62;17,927.62;4,137,980,000;16,147.32;16,309.02;16,096.01;16,273.38;16,273.38;5,072,790,000;2,079.32;2,090.79;2,079.32;2,084.74;2,084.74;4,137,980,000
Mar 6, 2024;17,669.49;17,865.99;17,669.49;17,801.04;17,801.04;4,559,050,000;16,092.00;16,128.56;15,956.66;16,031.54;16,031.54;5,511,370,000;2,069.81;2,075.65;2,059.86;2,068.09;2,068.09;4,559,050,000
Mar 5, 2024;17,748.70;17,793.46;17,613.47;17,669.49;17,669.49;4,418,410,000;16,077.74;16,087.57;15,862.63;15,939.59;15,939.59;6,356,800,000;2,060.73;2,072.30;2,048.13;2,053.71;2,053.71;4,418,410,000
Mar 4, 2024;17,728.27;17,790.08;17,724.30;17,748.70;17,748.70;4,758,440,000;16,264.21;16,289.06;16,199.06;16,207.51;16,207.51;5,725,470,000;2,087.63;2,091.80;2,071.99;2,074.31;2,074.31;4,758,440,000
Mar 1, 2024;17,607.43;17,738.14;17,603.89;17,728.27;17,728.27;4,748,110,000;16,109.83;16,302.24;16,096.60;16,274.94;16,274.94;5,457,910,000;2,058.48;2,077.97;2,052.43;2,076.39;2,076.39;4,748,110,000
Feb 29, 2024;17,573.69;17,634.74;17,543.27;17,607.43;17,607.43;5,219,740,000;16,059.34;16,115.96;15,931.70;16,091.92;16,091.92;6,265,340,000;2,060.73;2,072.97;2,044.80;2,054.84;2,054.84;5,219,740,000
Feb 28, 2024;17,598.32;17,612.43;17,530.60;17,573.69;17,573.69;3,789,370,000;15,969.14;16,003.56;15,924.72;15,947.74;15,947.74;5,581,690,000;2,043.04;2,053.52;2,038.63;2,040.31;2,040.31;3,789,370,000
Feb 27, 2024;17,566.61;17,605.74;17,560.31;17,598.32;17,598.32;3,925,950,000;16,013.98;16,046.10;15,940.51;16,035.30;16,035.30;5,423,020,000;2,046.57;2,058.06;2,045.37;2,056.11;2,056.11;3,925,950,000
Feb 26, 2024;17,616.02;17,659.22;17,547.75;17,566.61;17,566.61;3,683,930,000;16,014.45;16,054.90;15,973.90;15,976.25;15,976.25;5,417,630,000;2,012.93;2,031.96;2,011.86;2,028.97;2,028.97;3,683,930,000
Feb 23, 2024;17,565.07;17,642.10;17,565.07;17,616.02;17,616.02;3,672,790,000;16,094.80;16,134.22;15,954.50;15,996.82;15,996.82;5,077,910,000;2,011.45;2,026.43;2,004.64;2,016.69;2,016.69;3,672,790,000
Feb 22, 2024;17,382.68;17,602.36;17,382.68;17,565.07;17,565.07;4,051,710,000;15,904.48;16,061.82;15,869.24;16,041.62;16,041.62;5,653,930,000;2,003.51;2,016.83;1,998.80;2,013.84;2,013.84;4,051,710,000
Feb 21, 2024;17,340.17;17,386.97;17,278.14;17,382.68;17,382.68;3,788,390,000;15,532.12;15,583.68;15,451.65;15,580.87;15,580.87;4,845,740,000;1,993.44;1,997.60;1,982.44;1,994.74;1,994.74;3,788,390,000
Feb 20, 2024;17,409.30;17,409.30;17,314.58;17,340.17;17,340.17;4,034,880,000;15,679.84;15,730.47;15,508.50;15,630.78;15,630.78;5,595,700,000;2,008.78;2,011.53;1,998.09;2,004.14;2,004.14;4,034,880,000
Feb 16, 2024;17,434.93;17,502.54;17,378.38;17,409.30;17,409.30;3,833,270,000;15,910.43;15,917.41;15,752.02;15,775.65;15,775.65;5,223,800,000;2,049.88;2,050.24;2,032.16;2,045.14;2,045.14;3,833,270,000
Feb 15, 2024;17,240.19;17,450.78;17,240.19;17,434.93;17,434.93;4,137,970,000;15,865.30;15,911.22;15,779.72;15,906.17;15,906.17;6,049,100,000;2,027.53;2,062.80;2,027.06;2,061.48;2,061.48;4,137,970,000
Feb 14, 2024;17,068.54;17,243.14;17,068.54;17,240.19;17,240.19;3,845,600,000;15,781.71;15,865.51;15,683.94;15,859.15;15,859.15;5,092,660,000;1,992.13;2,014.06;1,983.10;2,012.10;2,012.10;3,845,600,000
Feb 13, 2024;17,332.46;17,332.46;16,965.94;17,068.54;17,068.54;4,302,190,000;15,598.88;15,770.42;15,551.44;15,655.60;15,655.60;5,599,860,000;1,987.26;1,992.98;1,950.47;1,964.17;1,964.17;4,302,190,000
Feb 12, 2024;17,275.87;17,385.22;17,271.15;17,332.46;17,332.46;3,805,740,000;15,980.62;16,080.07;15,917.87;15,942.55;15,942.55;5,458,490,000;2,014.69;2,052.00;2,014.69;2,045.26;2,045.26;3,805,740,000
Feb 9, 2024;17,252.32;17,286.47;17,196.51;17,275.87;17,275.87;3,912,990,000;15,842.38;16,007.29;15,831.76;15,990.66;15,990.66;5,797,260,000;1,984.11;2,010.77;1,984.11;2,009.99;2,009.99;3,912,990,000
Feb 8, 2024;17,212.32;17,259.45;17,175.47;17,252.32;17,252.32;4,341,860,000;15,762.23;15,813.27;15,739.18;15,793.71;15,793.71;5,675,850,000;1,949.76;1,980.15;1,948.64;1,979.70;1,979.70;4,341,860,000
Feb 7, 2024;17,135.48;17,236.03;17,135.48;17,212.32;17,212.32;4,895,590,000;15,690.35;15,770.68;15,645.81;15,756.64;15,756.64;4,567,580,000;1,954.36;1,958.07;1,939.97;1,950.36;1,950.36;4,895,590,000
Feb 6, 2024;17,004.78;17,135.58;17,004.78;17,135.48;17,135.48;4,440,880,000;15,638.19;15,652.75;15,515.25;15,609.00;15,609.00;4,759,640,000;1,936.77;1,954.04;1,932.08;1,953.63;1,953.63;4,440,880,000
Feb 5, 2024;17,101.97;17,101.97;16,932.56;17,004.78;17,004.78;4,023,640,000;15,613.99;15,637.88;15,471.68;15,597.68;15,597.68;4,831,020,000;1,951.77;1,951.77;1,921.36;1,937.24;1,937.24;4,023,640,000
Feb 2, 2024;17,115.58;17,167.68;16,990.97;17,101.97;17,101.97;3,974,350,000;15,403.16;15,664.21;15,366.78;15,628.95;15,628.95;4,800,690,000;1,950.78;1,971.51;1,944.60;1,962.73;1,962.73;3,974,350,000
Feb 1, 2024;16,911.13;17,116.21;16,906.17;17,115.58;17,115.58;4,386,090,000;15,254.02;15,372.13;15,208.88;15,361.64;15,361.64;5,046,920,000;1,959.58;1,974.42;1,936.23;1,974.42;1,974.42;4,386,090,000
Jan 31, 2024;17,089.46;17,123.20;16,910.35;16,911.13;16,911.13;4,696,120,000;15,324.19;15,405.56;15,158.49;15,164.01;15,164.01;5,875,610,000;1,989.32;2,003.15;1,946.89;1,947.34;1,947.34;4,696,120,000
Jan 30, 2024;17,040.60;17,107.56;16,996.73;17,089.46;17,089.46;3,836,130,000;15,604.08;15,619.23;15,484.67;15,509.90;15,509.90;4,719,240,000;2,002.36;2,005.22;1,990.82;1,996.24;1,996.24;3,836,130,000
Jan 29, 2024;16,949.11;17,042.40;16,915.40;17,040.60;17,040.60;3,525,160,000;15,470.66;15,630.58;15,449.87;15,628.04;15,628.04;4,979,310,000;1,978.14;2,011.65;1,972.78;2,011.42;2,011.42;3,525,160,000
Jan 26, 2024;16,889.52;16,970.90;16,889.52;16,949.11;16,949.11;3,353,400,000;15,474.85;15,538.84;15,433.04;15,455.36;15,455.36;4,510,530,000;1,986.67;1,993.44;1,974.63;1,978.33;1,978.33;3,353,400,000
Jan 25, 2024;16,769.25;16,890.52;16,769.25;16,889.52;16,889.52;4,020,430,000;15,555.62;15,597.25;15,430.68;15,510.50;15,510.50;5,281,570,000;1,987.25;1,989.21;1,963.89;1,975.88;1,975.88;4,020,430,000
Jan 24, 2024;16,800.86;16,923.26;16,766.67;16,769.25;16,769.25;4,330,030,000;15,560.61;15,629.07;15,468.91;15,481.92;15,481.92;4,983,210,000;2,000.18;2,000.18;1,960.48;1,961.86;1,961.86;4,330,030,000
Jan 23, 2024;16,779.49;16,827.43;16,749.68;16,800.86;16,800.86;3,912,800,000;15,391.41;15,432.35;15,337.23;15,425.94;15,425.94;5,207,680,000;2,000.59;2,001.14;1,969.94;1,976.27;1,976.27;3,912,800,000
Jan 22, 2024;16,729.55;16,831.62;16,729.55;16,779.49;16,779.49;4,297,610,000;15,393.05;15,438.85;15,333.63;15,360.29;15,360.29;5,456,240,000;1,960.94;1,984.12;1,960.94;1,983.38;1,983.38;4,297,610,000
Jan 19, 2024;16,616.29;16,745.97;16,558.91;16,729.55;16,729.55;4,287,200,000;15,122.38;15,310.97;15,087.20;15,310.97;15,310.97;5,604,950,000;1,934.09;1,944.39;1,914.47;1,944.39;1,944.39;4,287,200,000
Jan 18, 2024;16,522.83;16,629.22;16,478.82;16,616.29;16,616.29;4,019,000,000;14,994.52;15,066.81;14,911.11;15,055.65;15,055.65;5,587,440,000;1,924.01;1,926.05;1,901.65;1,923.65;1,923.65;4,019,000,000
Jan 17, 2024;16,639.38;16,639.38;16,462.86;16,522.83;16,522.83;3,928,600,000;14,814.77;14,865.76;14,706.23;14,855.62;14,855.62;5,181,740,000;1,899.18;1,914.21;1,898.24;1,913.17;1,913.17;3,928,600,000
Jan 16, 2024;16,799.54;16,799.54;16,599.72;16,639.38;16,639.38;4,260,550,000;14,908.26;15,004.35;14,863.81;14,944.35;14,944.35;6,386,180,000;1,934.64;1,939.81;1,921.81;1,927.30;1,927.30;4,260,550,000
Jan 12, 2024;16,781.12;16,909.17;16,764.59;16,799.54;16,799.54;3,486,340,000;15,001.01;15,047.25;14,931.88;14,972.76;14,972.76;4,958,940,000;1,977.88;1,983.81;1,947.50;1,950.96;1,950.96;3,486,340,000
Jan 11, 2024;16,818.88;16,840.04;16,673.00;16,781.12;16,781.12;3,759,890,000;15,020.95;15,063.61;14,800.38;14,970.19;14,970.19;5,044,690,000;1,963.11;1,964.23;1,934.32;1,955.46;1,955.46;3,759,890,000
Jan 10, 2024;16,773.07;16,840.65;16,759.00;16,818.88;16,818.88;3,498,680,000;14,877.70;14,998.20;14,842.70;14,969.65;14,969.65;4,404,590,000;1,965.47;1,971.25;1,953.00;1,970.26;1,970.26;3,498,680,000
Jan 9, 2024;16,885.37;16,885.37;16,748.61;16,773.07;16,773.07;3,529,960,000;14,744.13;14,894.32;14,716.71;14,857.71;14,857.71;5,068,410,000;1,964.72;1,975.23;1,957.42;1,968.04;1,968.04;3,529,960,000
Jan 8, 2024;16,758.24;16,886.38;16,698.22;16,885.37;16,885.37;3,742,320,000;14,564.47;14,846.90;14,560.20;14,843.77;14,843.77;6,337,770,000;1,948.90;1,989.01;1,944.86;1,989.01;1,989.01;3,742,320,000
Jan 5, 2024;16,715.71;16,851.53;16,698.97;16,758.24;16,758.24;3,844,370,000;14,500.11;14,625.19;14,477.57;14,524.07;14,524.07;5,232,820,000;1,943.50;1,967.99;1,941.77;1,951.14;1,951.14;3,844,370,000
Jan 4, 2024;16,718.65;16,837.55;16,715.14;16,715.71;16,715.71;3,715,480,000;14,532.23;14,632.77;14,504.78;14,510.30;14,510.30;5,289,220,000;1,964.35;1,970.54;1,956.70;1,957.73;1,957.73;3,715,480,000
Jan 3, 2024;16,841.62;16,841.62;16,690.52;16,718.65;16,718.65;3,950,760,000;14,641.47;14,694.58;14,577.44;14,592.21;14,592.21;5,449,950,000;1,995.17;1,995.17;1,958.03;1,959.20;1,959.20;3,950,760,000
Jan 2, 2024;16,852.89;16,894.51;16,757.78;16,841.62;16,841.62;3,743,050,000;14,873.70;14,887.80;14,682.38;14,765.94;14,765.94;5,791,170,000;2,012.75;2,032.49;2,003.41;2,012.80;2,012.80;3,743,050,000
Dec 29, 2023;16,890.58;16,908.83;16,813.24;16,852.89;16,852.89;3,126,060,000;15,099.20;15,111.41;14,955.37;15,011.35;15,011.35;5,441,060,000;2,054.23;2,056.62;2,027.07;2,027.07;2,027.07;3,126,060,000
Dec 28, 2023;16,898.34;16,933.62;16,880.72;16,890.58;16,890.58;2,698,860,000;15,142.09;15,150.07;15,087.22;15,095.14;15,095.14;5,090,570,000;2,058.18;2,068.85;2,053.64;2,058.34;2,058.34;2,698,860,000
Dec 27, 2023;16,859.49;16,914.65;16,844.74;16,898.34;16,898.34;2,748,450,000;15,089.66;15,114.08;15,051.67;15,099.18;15,099.18;7,480,170,000;2,063.59;2,071.78;2,056.37;2,066.21;2,066.21;2,748,450,000
Dec 26, 2023;16,770.45;16,898.84;16,770.45;16,859.49;16,859.49;2,513,910,000;15,028.69;15,101.18;15,024.06;15,074.57;15,074.57;6,120,600,000;2,043.14;2,064.64;2,039.35;2,059.19;2,059.19;2,513,910,000
Dec 22, 2023;16,724.92;16,827.04;16,716.72;16,770.45;16,770.45;3,046,770,000;15,006.18;15,047.19;14,927.12;14,992.97;14,992.97;4,796,600,000;2,028.22;2,042.47;2,025.75;2,033.96;2,033.96;3,046,770,000
Dec 21, 2023;16,534.72;16,728.49;16,534.72;16,724.92;16,724.92;3,431,180,000;14,923.14;14,970.81;14,837.47;14,963.87;14,963.87;5,465,640,000;2,005.82;2,017.18;1,997.45;2,017.06;2,017.06;3,431,180,000
Dec 20, 2023;16,798.40;16,813.36;16,532.79;16,534.72;16,534.72;4,201,320,000;14,973.36;15,069.29;14,776.29;14,777.94;14,777.94;6,294,700,000;2,016.87;2,039.81;1,982.56;1,982.84;1,982.84;4,201,320,000
Dec 19, 2023;16,656.76;16,799.61;16,656.76;16,798.40;16,798.40;4,026,970,000;14,923.02;15,003.80;14,921.60;15,003.22;15,003.22;5,757,180,000;1,996.33;2,024.25;1,995.24;2,020.95;2,020.95;4,026,970,000
Dec 18, 2023;16,609.84;16,698.28;16,609.84;16,656.76;16,656.76;4,060,340,000;14,814.02;14,938.04;14,811.82;14,904.81;14,904.81;5,866,080,000;1,991.61;1,996.51;1,980.75;1,982.42;1,982.42;4,060,340,000
Dec 15, 2023;16,723.92;16,723.92;16,571.56;16,609.84;16,609.84;8,218,980,000;14,797.46;14,848.40;14,753.16;14,813.92;14,813.92;8,377,630,000;2,005.15;2,009.08;1,975.13;1,985.13;1,985.13;8,218,980,000
Dec 14, 2023;16,560.71;16,774.07;16,560.71;16,723.92;16,723.92;6,314,040,000;14,798.72;14,855.62;14,642.23;14,761.56;14,761.56;8,033,170,000;1,966.88;2,008.66;1,966.88;2,000.51;2,000.51;6,314,040,000
Dec 13, 2023;16,285.94;16,562.74;16,250.16;16,560.71;16,560.71;5,063,650,000;14,555.68;14,743.55;14,517.52;14,733.96;14,733.96;6,732,040,000;1,882.14;1,948.05;1,870.34;1,947.51;1,947.51;5,063,650,000
Dec 12, 2023;16,274.44;16,301.79;16,194.93;16,285.94;16,285.94;3,808,380,000;14,423.01;14,533.40;14,385.39;14,533.40;14,533.40;4,950,100,000;1,883.18;1,887.95;1,871.01;1,881.27;1,881.27;3,808,380,000
Dec 11, 2023;16,207.76;16,278.83;16,207.76;16,274.44;16,274.44;3,823,210,000;14,340.13;14,436.08;14,324.57;14,432.49;14,432.49;5,607,820,000;1,879.66;1,885.42;1,873.58;1,883.68;1,883.68;3,823,210,000
Dec 8, 2023;16,136.85;16,225.95;16,126.65;16,207.76;16,207.76;3,707,010,000;14,279.46;14,416.92;14,264.96;14,403.97;14,403.97;5,430,840,000;1,866.77;1,887.81;1,863.66;1,880.82;1,880.82;3,707,010,000
Dec 7, 2023;16,092.37;16,148.86;16,089.49;16,136.85;16,136.85;3,818,880,000;14,230.43;14,353.11;14,220.87;14,339.99;14,339.99;5,694,310,000;1,854.53;1,868.25;1,848.78;1,868.25;1,868.25;3,818,880,000
Dec 6, 2023;16,123.04;16,236.84;16,081.78;16,092.37;16,092.37;4,245,680,000;14,325.62;14,327.63;14,138.51;14,146.71;14,146.71;5,167,030,000;1,864.23;1,888.72;1,851.96;1,852.05;1,852.05;4,245,680,000
Dec 5, 2023;16,232.82;16,232.82;16,108.73;16,123.04;16,123.04;3,909,950,000;14,126.40;14,285.66;14,121.76;14,229.91;14,229.91;6,179,120,000;1,876.60;1,876.60;1,855.05;1,856.04;1,856.04;3,909,950,000
Dec 4, 2023;16,263.75;16,272.93;16,163.66;16,232.82;16,232.82;4,369,910,000;14,168.66;14,197.52;14,058.52;14,185.49;14,185.49;6,270,020,000;1,857.17;1,882.09;1,854.38;1,882.02;1,882.02;4,369,910,000
Dec 1, 2023;16,088.84;16,271.70;16,062.04;16,263.75;16,263.75;4,397,120,000;14,181.35;14,311.95;14,135.00;14,305.03;14,305.03;5,607,000,000;1,806.13;1,863.66;1,800.81;1,862.64;1,862.64;4,397,120,000
Nov 30, 2023;15,962.99;16,094.26;15,962.99;16,088.84;16,088.84;5,399,300,000;14,265.05;14,289.20;14,127.05;14,226.22;14,226.22;5,678,070,000;1,808.62;1,816.53;1,805.22;1,809.02;1,809.02;5,399,300,000
Nov 29, 2023;15,929.15;16,033.05;15,929.15;15,962.99;15,962.99;4,418,760,000;14,367.11;14,423.22;14,247.89;14,258.49;14,258.49;4,890,220,000;1,804.23;1,827.06;1,801.91;1,803.81;1,803.81;4,418,760,000
Nov 28, 2023;15,930.89;15,993.87;15,897.47;15,929.15;15,929.15;3,586,240,000;14,224.63;14,303.66;14,195.72;14,281.76;14,281.76;4,474,400,000;1,799.71;1,804.11;1,789.20;1,792.81;1,792.81;3,586,240,000
Nov 27, 2023;15,983.82;15,983.82;15,912.98;15,930.89;15,930.89;3,403,990,000;14,239.31;14,305.71;14,205.24;14,241.02;14,241.02;4,205,880,000;1,801.03;1,804.50;1,790.95;1,801.15;1,801.15;3,403,990,000
Nov 24, 2023;15,907.89;15,998.30;15,907.89;15,983.82;15,983.82;1,639,500,000;14,238.04;14,270.28;14,214.13;14,250.85;14,250.85;2,541,840,000;1,794.99;1,810.26;1,794.69;1,807.50;1,807.50;1,639,500,000
Nov 22, 2023;15,861.57;15,920.39;15,856.30;15,907.89;15,907.89;3,042,810,000;14,283.82;14,359.61;14,226.63;14,265.86;14,265.86;3,855,240,000;1,792.51;1,803.12;1,789.88;1,795.54;1,795.54;3,042,810,000
Nov 21, 2023;15,881.63;15,893.01;15,848.24;15,861.57;15,861.57;3,511,080,000;14,217.23;14,237.50;14,146.31;14,199.98;14,199.98;4,128,600,000;1,799.33;1,799.33;1,783.26;1,783.26;1,783.26;3,511,080,000
Nov 20, 2023;15,813.46;15,916.86;15,782.47;15,881.63;15,881.63;3,644,790,000;14,134.75;14,309.80;14,134.20;14,284.53;14,284.53;4,561,810,000;1,798.56;1,809.21;1,794.71;1,807.08;1,807.08;3,644,790,000
Nov 17, 2023;15,716.55;15,822.58;15,716.55;15,813.46;15,813.46;3,777,240,000;14,101.44;14,154.32;14,063.93;14,125.48;14,125.48;4,408,640,000;1,784.86;1,798.44;1,784.86;1,797.77;1,797.77;3,777,240,000
Nov 16, 2023;15,765.02;15,767.51;15,663.71;15,716.55;15,716.55;3,964,520,000;14,066.88;14,130.45;14,033.79;14,113.67;14,113.67;4,545,180,000;1,797.00;1,797.00;1,767.42;1,773.76;1,773.76;3,964,520,000
Nov 15, 2023;15,732.67;15,848.54;15,732.67;15,765.02;15,765.02;4,347,170,000;14,147.27;14,194.36;14,060.70;14,103.84;14,103.84;5,063,830,000;1,798.20;1,830.00;1,797.59;1,801.22;1,801.22;4,347,170,000
Nov 14, 2023;15,403.14;15,771.87;15,403.14;15,732.67;15,732.67;4,700,350,000;14,015.37;14,124.06;14,003.14;14,094.38;14,094.38;5,332,490,000;1,741.74;1,798.32;1,741.74;1,798.32;1,798.32;4,700,350,000
Nov 13, 2023;15,388.44;15,433.74;15,321.53;15,403.14;15,403.14;3,326,240,000;13,745.96;13,805.11;13,687.78;13,767.74;13,767.74;4,349,590,000;1,698.74;1,709.57;1,690.92;1,705.50;1,705.50;3,326,240,000
Nov 10, 2023;15,235.18;15,396.48;15,207.58;15,388.44;15,388.44;3,665,080,000;13,571.19;13,802.53;13,556.35;13,798.11;13,798.11;4,722,140,000;1,692.77;1,709.24;1,684.20;1,705.32;1,705.32;3,665,080,000
Nov 9, 2023;15,352.19;15,401.28;15,229.51;15,235.18;15,235.18;3,900,780,000;13,693.70;13,697.82;13,506.02;13,521.45;13,521.45;5,313,970,000;1,720.70;1,724.83;1,685.27;1,687.24;1,687.24;3,900,780,000
Nov 8, 2023;15,388.48;15,422.81;15,302.94;15,352.19;15,352.19;3,729,510,000;13,660.22;13,684.87;13,573.58;13,650.41;13,650.41;4,685,550,000;1,732.96;1,733.11;1,709.24;1,714.07;1,714.07;3,729,510,000
